Brand,Model,Weight,Released on the market,For women,For kids,Frame material,Frame type,Collapsible frame,Color,Fork type,Shock absorber type,Shock absorber pressure,Fork name,Wheel drive,Drive type,Transmission type,Number of speeds,System name,Cassette name,Front derailleur gears name,Rear derailleur gears name,Shifters type,Shifters name,Front brakes,Front brakes name,Rear brakes,Number of wheels,Wheels diameter,Double rim,Rim material,Rims name,Tyres pattern,Tyres name,Handlebar type,Handlebar name,Seat type,Seat suspension,Seat name,Pedals type,Pedals name,Front panel,Rear panel panel,Trunk,Rearview mirror,Horn,Basket
Specialized,Rockhopper 29 (2013),-,2013,No,No,Aluminum Alloy,Closed,-,"Black, Red",Suspension,-,80 mm (100),SR Suntour SF13-XCM-LO,Rear,Chain,With an external switch,27,SR Suntour XCR,Shimano CS-HG20,Shimano Acera,Shimano Alivio,Trigger,Shimano Acera,Hydraulic disc,Tektro HDC300,Hydraulic disc,2,"29 """,-,Aluminium,-,Mud,Specialized Ground Control Sport,Direct,Direct,Sports,No,Specialized Body Geometry Rockhopper,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper 29 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Red,Suspension,-,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Rockhopper 29 (2014),-,2014,No,-,Aluminum Alloy,Closed,-,Red (Black),Suspension,-,80 mm (100 mm),-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro (HD-M330),-,Tektro (HD-M330),2,"29 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Rockhopper Comp 29 (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Red",Suspension,Spring wire / oil,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Avid Elixir 1,-,Avid Elixir 1,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Comp 29 (2012),-,2012,No,No,Aluminum Alloy,Closed,-,"White, Red (Silver/Black)",Suspension,Spring wire / oil,80 mm,SR Suntour XCR,Rear,Chain,With an external switch,27,Shimano Acera (44/32/22),Shimano,Shimano Acera,Shimano Deore SGS,Trigger,Shimano Acera,Hydraulic disc,Avid Elixir 1,Hydraulic disc,2,"29 """,Yes,Aluminium,Alex RH Disc 29,Mud,Specialized The Captain Sport,Direct,Direct,Sports,No,Specialized Body Geometry Rockhopper,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper Comp 29 (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Draco 2,-,Tektro Draco 2,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Comp 29 (2013),-,2013,No,No,Aluminum Alloy,Closed,-,"Black, Red",Suspension,-,80 mm (100),RockShox XC28,Rear,Chain,With an external switch,27,SR Suntour XCR,Shimano CS-HG20,Shimano Acera,Shimano Deore Shadow,Trigger,Shimano Alivio,Hydraulic disc,Tektro Draco 2,Hydraulic disc,2,"29 """,-,Aluminium,-,Mud,Specialized Ground Control Sport,Direct,Direct,Sports,No,Specialized Body Geometry Rockhopper,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper Comp 29 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Gray,Suspension,-,80 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Tektro Draco 2,-,Tektro Draco 2,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Rockhopper Comp 29 (2014),-,2014,No,-,Aluminum Alloy,Closed,-,Gray (White),Suspension,-,80 mm (100 mm),-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Tektro Draco 2,-,Tektro Draco 2,2,"29 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
Specialized,Rockhopper Comp 29 (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Gray, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,18,-,-,-,-,Trigger,-,-,-,-,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Comp 29 INT,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Yellow, Black",Suspension,Air,-,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Avid Juicy 3 SL,-,Avid Juicy 3 SL,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Comp 29 INT,-,2011,No,No,Aluminum Alloy,Closed,-,"Black, Yellow",Suspension,Air,-,RockShox Recon Silver SL,Rear,Chain,With an external switch,27,Shimano FC-M521 (44/32/22),Shimano CS-HG50 (11-34),Shimano Deore,Shimano SLX,Trigger,Shimano Deore SL-M590,Hydraulic disc,Avid Juicy 3 SL,Hydraulic disc,2,"29 """,Yes,Aluminium,DT Swiss 485,Mud,"Specialized The Captain Control (2.0"")","With the rise of (???????????, ?????????????)","With the rise of (???????????, ?????????????)",Sports,No,Specialized Rockhopper XC,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper Comp INT,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,??????? / air,-,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Avid Juicy 3 SL,-,Avid Juicy 3 SL,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Comp INT,-,2011,No,No,Aluminum Alloy,Closed,-,"Black, White",Suspension,??????? / air,-,RockShox Recon Silver SL,Rear,Chain,With an external switch,27,Shimano FC-M521,Shimano CS-HG50,Shimano Deore,Shimano SLX,Trigger,Shimano Deore SL-M590,Hydraulic disc,Avid Juicy 3 SL,Hydraulic disc,2,"26 """,Yes,Aluminium,-,Mud,"Specialized The Captain Control (2.0"")","With the rise of (???????????, ?????????????)","With the rise of (???????????, ?????????????)",Sports,No,Specialized Rockhopper XC,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper Expert 29 (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Green, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Expert Evo 650B (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Red, Black",Suspension,-,120 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"27.5 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Pro 29 (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Black,Suspension,-,80 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid Elixir 1,-,Avid Elixir 1,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Pro 29 (2013),-,2013,No,No,Aluminum Alloy,Closed,-,Black,Suspension,-,80 mm (100),RockShox XC30,Rear,Chain,With an external switch,30,SRAM S-1250,SRAM PG-1030,SRAM X.7,Shimano SLX Shadow,Trigger,Shimano Deore,Hydraulic disc,Avid Elixir 1,Hydraulic disc,2,"29 """,-,Aluminium,-,Mud,Specialized Ground Control,Direct,Direct,Sports,No,Specialized Body Geometry Rockhopper,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper Pro Evo 29 (2014),-,2014,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Green, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Tektro Draco 2,-,Tektro Draco 2,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,Rockhopper Pro Evo 650B (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Orange, Black",Suspension,-,120 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Tektro,-,Tektro,-,"27.5 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Pro,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,Air,-,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Avid Juicy 3 SL,-,Avid Juicy 3 SL,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper Pro,-,2011,No,No,Aluminum Alloy,Closed,-,"Black, White",Suspension,Air,-,RockShox Recon Gold SL,Rear,Chain,With an external switch,30,Shimano FC-M552 (44/32/22),Shimano CS-HG81 (11-34),Shimano SLX,Shimano XT,Trigger,Shimano SLX SL-M660,Hydraulic disc,Avid Juicy 3 SL,Hydraulic disc,2,"26 """,Yes,Aluminium,DT Swiss 445,Mud,"Specialized The Captain Control (2.0"")",Direct,Direct,Sports,No,Specialized Rockhopper XC,Platform,-,No,No,No,No,No,No
Specialized,Rockhopper Sport 29 (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"Green, Light blue, Blue",Suspension,-,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga,-,Tektro Auriga,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper,-,2011,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Black,Suspension,oil,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Avid BB5,-,Avid BB5,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,-,Platform,143 mm,Platform,-,-,-,-,-,-,-
Specialized,Rockhopper,-,2011,No,No,Aluminum Alloy,Closed,-,Black,Suspension,oil,-,SR Suntour SF11-XCR-DS-26-LO-SP,Rear,Chain,With an external switch,24,SR Suntour (42/32/22),SRAM PG-830 (11-32),Shimano Altus,SRAM X.5,Trigger,SRAM X.4,Mechanical disc,Avid BB5,Mechanical disc,2,"26 """,Yes,Aluminium,Alex RHD,Mud,"Specialized The Captain Sport (2.0"")",Direct,Direct,-,Yes,Specialized Rockhopper XC,Platform (plastic????),-,No,No,No,No,No,No
Specialized,S Works Demo 8 (2015),-,2015,carbon fibre (??????),-,carbon fibre (??????),Closed,-,Red,Suspension,-,200 mm,-,Rear,Chain,With an external switch,7,-,-,-,-,Trigger,-,SRAM,-,SRAM,-,"27.5 """,-,-,-,Mud,Mud,-,-,Sports,Specialized,Sports,Platform,-,Partial,Partial,-,-,-,-
Specialized,S Works Enduro Carbon (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"White, Black",Suspension,air-oil,160 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid X0 World Cup,-,Avid X0 World Cup,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Enduro Carbon (2012),-,2012,No,No,Carbon,Closed,-,"Black, White",Suspension,air-oil,160 mm (120 mm),Fox 36 TALAS RLC,Rear,Chain,With an external switch,20,SRAM X.0,SRAM XX,SRAM X.0,SRAM XX,Trigger,Sram X.0,Hydraulic disc,Avid X0 World Cup,Hydraulic disc,2,"26 """,Yes,Aluminium,Roval Traverse,Mud,Specialized Butcher Control/Purgatory Control,With the rise of,With the rise of,Sports,No,Specialized Body Geometry Henge Expert,-,-,No,No,No,No,No,No
Specialized,S Works Enduro Carbon (2013),-,-,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Red, Black",Suspension,air-oil,160 mm,-,Rear,Chain,With an external switch,22,-,-,-,-,Trigger,-,Avid X0 World Cup,-,Avid X0 World Cup,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Enduro Carbon (2013),-,-,No,No,Carbon,Closed,-,"Black, Red",Suspension,air-oil,160 mm (130 mm),Fox 34 TALAS CTD,Rear,Chain,With an external switch,22,SRAM XX1,SRAM XX1,-,SRAM XX1,Trigger,SRAM XX1,Hydraulic disc,Avid X0 World Cup,Hydraulic disc,2,"26 """,Yes,Aluminium,Roval Traverse SL,Mud,Specialized Butcher Control/Purgatory Control,With the rise of,With the rise of,Sports,No,Specialized Body Geometry Henge Expert,-,-,No,No,No,No,No,No
Specialized,S Works Epic Carbon (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Red, Black",Suspension,air-oil,100 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid XX World Cup R,-,Avid XX World Cup R,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Epic Carbon (2012),-,2012,No,No,Carbon,Closed,-,"Black, Red",Suspension,air-oil,100 mm,RockShox SID World Cup Brain,Rear,Chain,With an external switch,20,S-Works OS carbon (39/26),Shimano XTR,SRAM XX,SRAM XX,Trigger,SRAM XX,Hydraulic disc,Avid XX World Cup R,Hydraulic disc,2,"26 """,Yes,Aluminium,Roval Control SL,Mud,S-Works Fast Trak/Renegade,Direct,Direct,Sports,No,Specialized Body Geometry Phenom Expert,-,-,No,No,No,No,No,No
Specialized,S Works Epic Carbon 29 SRAM (2012),-,-,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Red, Black",Suspension,air-oil,100 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid XX World Cup R,-,Avid XX World Cup R,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Epic Carbon 29 SRAM (2012),-,-,No,No,Carbon,Closed,-,"Black, Red",Suspension,air-oil,100 mm,RockShox SID World Cup 29 Brain,Rear,Chain,With an external switch,20,S-Works OS carbon (38/24),SRAM XX (11-36t),SRAM XX,SRAM XX,Trigger,SRAM XX,Hydraulic disc,Avid XX World Cup R,Hydraulic disc,2,"29 """,Yes,Aluminium,Roval Control SL 29,Mud,S-Works Fast Trak/Renegade,Direct,Direct,Sports,No,Specialized Body Geometry Phenom Expert,-,-,No,No,No,No,No,No
Specialized,S Works Epic Carbon 29 XTR (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,Black,Suspension,air-oil,100 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Shimano XTR,-,Shimano XTR,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Epic Carbon 29 XTR (2012),-,2012,No,No,Carbon,Closed,-,Black,Suspension,air-oil,100 mm,RockShox SID World Cup 29 Brain,Rear,Chain,With an external switch,20,S-Works OS carbon,Shimano XTR,Shimano XTR,Shimano XTR,Trigger,Shimano XTR,Hydraulic disc,Shimano XTR,Hydraulic disc,2,"29 """,Yes,Aluminium,Roval Control SL 29,Mud,S-Works Fast Trak/Renegade,Direct,Direct,Sports,No,Specialized Body Geometry Phenom Expert,-,-,No,No,No,No,No,No
Specialized,S Works Stumpjumper 29 (2015),-,2015,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"White, Black",Suspension,-,80 mm,-,Rear,Chain,With an external switch,22,-,-,-,-,Trigger,-,Shimano XTR,-,Shimano XTR,-,"29 """,carbon fibre,carbon fibre,-,Mud,Mud,Direct,Direct,Sports,-,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Stumpjumper 29 World Cup (2015),-,2015,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"White, Black",Suspension,-,90 mm,-,Rear,Chain,With an external switch,0,-,-,-,-,Trigger,-,Magura MT8,-,Magura MT8,-,"29 """,carbon fibre,carbon fibre,-,Mud,Mud,Direct,Direct,Sports,-,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Stumpjumper Carbon (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Red, Black",Suspension,air-oil,90 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid XX World Cup R,-,Avid XX World Cup R,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Stumpjumper Carbon (2012),-,2012,No,No,Carbon,Closed,-,"Black, Red",Suspension,air-oil,90 mm,RockShox SID World Cup Brain,Rear,Chain,With an external switch,20,S-Works OS carbon,SRAM XX,SRAM XX,SRAM XX,Trigger,SRAM XX,Hydraulic disc,Avid XX World Cup R,Hydraulic disc,2,"26 """,Yes,Aluminium,Roval Control SL,Mud,S-Works Fast Trak/Renegade,Direct,Direct,Sports,No,Specialized Body Geometry Phenom Expert,-,-,No,No,No,No,No,No
Specialized,S Works Stumpjumper Carbon 29 SRAM (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Red, Black",Suspension,air-oil,90 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid XX World Cup R,-,Avid XX World Cup R,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Stumpjumper Carbon 29 SRAM (2012),-,2012,No,No,Carbon,Closed,-,"Black, Red",Suspension,air-oil,90 mm,RockShox SID World Cup 29 Brain,Rear,Chain,With an external switch,20,S-Works OS carbon,SRAM XX,SRAM XX,SRAM XX,Trigger,SRAM XX,Hydraulic disc,Avid XX World Cup R,Hydraulic disc,2,"29 """,Yes,Aluminium,Roval Control SL 29,Mud,S-Works Renegade,Direct,Direct,Sports,No,Specialized Body Geometry Phenom Expert,-,-,No,No,No,No,No,No
Specialized,S Works Stumpjumper Carbon 29 XTR (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Gray, Black",Suspension,air-oil,90 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Shimano XTR,-,Shimano XTR,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Stumpjumper Carbon 29 XTR (2012),-,2012,No,No,Carbon,Closed,-,"Black, Gray",Suspension,air-oil,90 mm,RockShox SID World Cup 29 Brain,Rear,Chain,With an external switch,20,S-Works OS carbon,Shimano XTR,Shimano XTR,Shimano XTR,Trigger,Shimano XTR,Hydraulic disc,Shimano XTR,Hydraulic disc,2,"29 """,Yes,Aluminium,Roval Control SL 29,Mud,S-Works Renegade,Direct,Direct,Sports,No,Specialized Body Geometry Phenom Expert,-,-,No,No,No,No,No,No
Specialized,S Works Stumpjumper FSR Carbon (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Red, Black",Suspension,air-oil,140 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid XX World Cup R,-,Avid XX World Cup R,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Stumpjumper FSR Carbon (2012),-,2012,No,No,Carbon,Closed,-,"Black, Red",Suspension,air-oil,140 mm,Future Shock S140TA,Rear,Chain,With an external switch,20,S-Works OS carbon,SRAM XX,SRAM X.0,SRAM XX,Trigger,SRAM XX,Hydraulic disc,Avid XX World Cup R,Hydraulic disc,2,"26 """,Yes,Aluminium,Roval Control Trail SL,Mud,S-Works Purgatory/Specialized Ground Control,With the rise of,With the rise of,Sports,No,Specialized Body Geometry Henge Expert,-,-,No,No,No,No,No,No
Specialized,S Works Stumpjumper FSR Carbon 29 (2012),-,2012,carbon fibre (??????),-,carbon fibre (??????),Closed,-,"Red, Black",Suspension,air-oil,130 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid XX World Cup R,-,Avid XX World Cup R,-,"29 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,S Works Stumpjumper FSR Carbon 29 (2012),-,2012,No,No,Carbon,Closed,-,"Black, Red",Suspension,air-oil,130 mm,Fox Factory F130 RLC,Rear,Chain,With an external switch,20,S-Works OS carbon,SRAM XX,SRAM X.0,SRAM XX,Trigger,SRAM XX,Hydraulic disc,Avid XX World Cup R,Hydraulic disc,2,"29 """,Yes,Aluminium,Roval Control Trail SL 29,Mud,S-Works Purgatory/Specialized Ground Control,With the rise of,With the rise of,Sports,No,Specialized Body Geometry Henge Expert,-,-,No,No,No,No,No,No
Specialized,Safire Comp (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Open,-,Black,Suspension,air-oil,120 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid Elixir 7 SL,-,Avid Elixir 7 SL,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,Safire Comp (2012),-,2012,Yes,No,Aluminum Alloy,Open,-,Black,Suspension,air-oil,120 mm,Fox Evolution Float 120 RL,Rear,Chain,With an external switch,20,SRAM S-1250,SRAM PG-1030,SRAM X.7,SRAM X.9,Trigger,SRAM X.7,Hydraulic disc,Avid Elixir 7 SL,Hydraulic disc,2,"26 """,Yes,Aluminium,DT Swiss X420SL,Mud,S-Works Purgatory/Specialized Ground Control,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Ariel Comp,-,-,No,No,No,No,No,No
Specialized,Safire Pro (2012),-,2012,Aluminum Alloy,-,Aluminum Alloy,Open,-,Black,Suspension,air-oil,140 mm,-,Rear,Chain,With an external switch,20,-,-,-,-,Trigger,-,Avid Elixir 7 SL,-,Avid Elixir 7 SL,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Resin Test Ride,Sports,-,-,-,-,-,-,-,-
Specialized,Safire Pro (2012),-,2012,Yes,No,Aluminum Alloy,Open,-,Black,Suspension,air-oil,140 mm,Future Shock S140TA,Rear,Chain,With an external switch,20,SRAM Carbon S-2200,"Shimano XT (11-36t, M771)",SRAM X.7,SRAM X.0,Trigger,SRAM X.9,Hydraulic disc,Avid Elixir 7 SL,Hydraulic disc,2,"26 """,Yes,Aluminium,Roval Control,Mud,Specialized Purgatory/Ground Control,With the rise of,With the rise of,Sports,No,Specialized Women's Body Geometry Ariel Comp,-,-,No,No,No,No,No,No
Specialized,Secteur Comp Triple,-,2010,Aluminum Alloy,-,Aluminum Alloy,Closed,-,"White, Black",Tough,-,-,-,Rear,Chain,With an external switch,30,-,-,-,-,Racing,-,Tektro,-,Tektro,-,-,Aluminium,Aluminium,-,Slicks,Slicks,Road,Road,Sports,Platform,Sports,Platform,-,-,-,-,-,-,-
Specialized,Secteur Comp Triple,-,2010,No,No,Aluminum Alloy,Closed,-,"Black, White",Tough,-,-,-,Rear,Chain,With an external switch,30,Shimano FC-R553 (50/39/30),Shimano 105 (12-27),Shimano 105,Shimano 105,Racing,Shimano 105 STI,Rim mechanical,Tektro,Rim mechanical,2,-,Yes  (??????? ??????),Aluminium,Mavic CXP22 S,Slicks,Specialized All Condition Pro II,Road,Road,Sports,No,Body Geometry Avatar Gel,Platform,-,No,No,No,No,No,No
Specialized,Secteur Elite Compact (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,White,Tough,-,-,-,Rear,Chain,With an external switch,20,-,-,-,-,Racing,-,Tektro R540,-,Tektro R540,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Specialized,Secteur Elite Compact (2013),-,2013,No,No,Aluminum Alloy,Closed,-,White,Tough,-,-,-,Rear,Chain,With an external switch,20,FSA Tempo Compact,Shimano Tiagra,Shimano Tiagra,Shimano Tiagra,Racing,Shimano Tiagra STI,Rim mechanical,Tektro R540,Rim mechanical,2,"28 """,-,-,-,Slicks,Specialized Espoir Sport,Road,Road,Sports,No,Body Geometry Riva Plus,-,-,No,No,No,No,No,No
Specialized,Secteur Elite Triple (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Black,Tough,-,-,-,Rear,Chain,With an external switch,30,-,-,-,-,Racing,-,Axis,-,Axis,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Specialized,Secteur Sport Compact (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Blue,Tough,-,-,-,Rear,Chain,With an external switch,18,-,-,-,-,Racing,-,Tektro,-,Tektro,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
Specialized,Secteur Sport Compact (2013),-,2013,No,No,Aluminum Alloy,Closed,-,Blue,Tough,-,-,-,Rear,Chain,With an external switch,18,FSA Tempo Compact,Shimano CS-HG50,Shimano Sora,Shimano Sora,Racing,Shimano Sora STI,Rim mechanical,Tektro,Rim mechanical,2,"28 """,-,-,-,Slicks,Specialized Espoir Sport,Road,Road,Sports,No,Body Geometry Riva Plus,-,-,No,No,No,No,No,No
Specialized,Secteur Sport Double (2015),-,2015,Aluminum Alloy,-,Aluminum Alloy,Closed,-,Red,Tough,-,-,-,Rear,Chain,With an external switch,18,-,-,-,-,Racing,-,Axis,-,Axis,-,"28 """,-,-,-,Slicks,Slicks,Road,Road,Sports,-,Sports,-,-,-,-,-,-,-,-
