Fiyat,Marka,Model,Model Yılı,Bisiklet Sınıfı,Kullanıcı Sınıfı,Yaş Grubu,Cinsiyet,Vites Sayısı,Kadro Malzemesi,Ağırlık,Jant Çapı,Jant Malzemesi,Fren Tipi,Amortisör,Amortisör Konumu,Amortisör Türü,Elektrik Motoru,Akü Gerilimi,Akü Kapasitesi,Motor Gücü,Azami Sürüş Menzili,Şarj Süresi
----,Ümit,2037 Folding 2D,2018,Katlanır Bisiklet,Yetişkin,----,Unisex,6,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2040 Stitch,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2041 Stitch ATB Girls,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2043 Barbie,2019,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,11.8 kg,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
711,Ümit,2044 Scarlet,2018,Dağ Bisikleti,Çocuk,----,Kadın,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
600,Ümit,2045 Ninja Turtles,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
560,Ümit,2048 Racer,2018,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2049 Monster High,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2052 Airborn 20,2016,Şehir/Tur Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2053 Thunder 20,2016,Şehir/Tur Bisikleti,Çocuk,----,Erkek,3,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2054 Shoot 20,2016,Şehir/Tur Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2056 Accrue 2D 20,----,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2057 Albatros,2019,Dağ Bisikleti,Çocuk,----,Erkek,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
715,Ümit,2064 Actress,2018,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2065 Mirage,2018,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2066 Mirage Girls,2018,Dağ Bisikleti,Çocuk,----,Kadın,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2067 Speedo,2019,Şehir/Tur Bisikleti,Çocuk,----,Erkek,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2068 Faster,2018,Dağ Bisikleti,Çocuk,----,Erkek,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2070 Angela 20,2016,Şehir/Tur Bisikleti,Çocuk,----,Kadın,3,Alüminyum / Alaşım,12.1 kg,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2071 Superbomber 20,----,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2075 Spartan,2018,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2076 Lavida,2018,Dağ Bisikleti,Çocuk,----,Kadın,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,24 Cargo Transport,2018,Özel Tasarım,Yetişkin,----,Unisex,6,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
854,Ümit,2400 Colorado,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
854,Ümit,2401 Colorado,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2408 Safiro,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1400,Ümit,2410 Alanya,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2411 Rideon,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2416 Hello Kitty 24,2016,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1087,Ümit,2424 Redhawk 24,2016,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2429 Blackmount,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2437 Octagon,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2440 Scarlet,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2445 Warriors 24,2016,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2447 Kronos,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2448 Adeline,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2449 Monster High 24,2016,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2452 Airborn 24,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2453 Thunder 24,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,13.2 kg,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2454 Shoot 24,----,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2457 Albatros V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2459 Albatros 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
1079,Ümit,2465 Mirage V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1296,Ümit,2466 Mirage V Lady,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2468 Faster V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2470 Angela 24,2016,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,30,Alüminyum / Alaşım,13.2 kg,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2475 Spartan,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2476 Lavida,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2600 Colorado,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2601 Colorado,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2606 Verona Man,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2607 Verona Lady,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2608 Safiro,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1499,Ümit,2610 Alanya,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2611 Rideon,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2613 Arcus 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2616 Hello Kitty 26,2016,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1440,Ümit,2619 Cruiser 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2624 Redhawk,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2625 Stitch V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2626 Stitch 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2629 Blackmount,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2630 Velocity Man,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2631 Velocity Lady,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2635 Navigator 2D,2016,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2637 Octagon 26,2016,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,----,----,----,----,----,----,----
----,Ümit,2638 Blackrider 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
1099,Ümit,2640 Scarlet,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2642 City’s 26,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2646 Gigantus 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2647 Kronos,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2648 Adeline,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2649 Roadrice V,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,1,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1285,Ümit,2652 Airborn 26,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2653 Thunder 26,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,3,Alüminyum / Alaşım,13.9 kg,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2655 Kratos 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2656 Accrue 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1215,Ümit,2657 Albatros V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2659 Albatros 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2661 Camaro 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1349,Ümit,2662 Camaro V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1408,Ümit,2663 Camaro 2D Lady,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1349,Ümit,2664 Camaro V Lady,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2665 Mirage V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2666 Mirage V Lady,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1550,Ümit,2667 Mirage 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2668 Faster V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2670 Angela 26,2016,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,3,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1147,Ümit,2675 Spartan,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2676 Lavida,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2699 Wagen 26,2016,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,1,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2755 Kratos 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2756 Accrue 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2757 Accrue HYD,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1859,Ümit,2760 Camaro HYD,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1511,Ümit,2761 Camaro 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2765 Mirage V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2767 Mirage 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2801 Taurus Lady 28,----,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2802 Taurus Man 28,----,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2803 Jacklin,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2804 Flurry 28,2016,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2805 Dreamer 28,----,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1599,Ümit,2810 Alanya,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1558,Ümit,2830 Velocity Man,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,2831 Velocity Lady,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
1755,Ümit,2832 Ventura Man,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2833 Ventura Lady,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2842 City's,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2861 Magnetic HYD,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2862 Magnetic 2D,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2863 Magnetic,2018,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1482,Ümit,2864 Magnetic V Lady,2018,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1400,Ümit,2955 Kratos 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Ümit,2957 Accrue HYD,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2960 Camaro HYD,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2961 Camaro 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2965 Mirage V,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,2967 Mirage 2D,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Ümit,Coranna 1288 Angels 12,2016,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,12 inç,----,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Ümit,Coranna 1639 Panter 16,2016,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
